make,Year,mpg,Displacement,price
Dodge,2015,15.0,6.4,26900
Lexus,2015,21.0,2.5,19199
Hyundai,2017,28.0,2.0,12400
Hyundai,2017,26.0,2.0,12400
Hyundai,2017,32.0,1.4,12400
Hyundai,2017,26.0,1.6,12400
Hyundai,2017,22.0,1.6,12400
Hyundai,2017,26.0,1.6,11400
Hyundai,2017,27.0,1.6,11400
Infiniti,2015,20.0,3.7,20500
Hyundai,2017,26.0,1.6,9275
Hyundai,2017,27.0,1.6,9275
Toyota,2015,53.0,1.5,16200
Volkswagen,2014,29.0,2.0,12700
Volkswagen,2014,29.0,2.0,12700
Volkswagen,2014,26.0,1.8,12700
Volkswagen,2014,25.0,1.8,12700
Volkswagen,2014,24.0,2.0,12700
Volkswagen,2014,23.0,2.0,12700
Volkswagen,2014,23.0,2.0,12700
Volkswagen,2014,24.0,2.0,12700
Volkswagen,2017,20.0,2.0,17700
Volkswagen,2016,21.0,2.0,18100
Acura,2012,21.0,2.4,16100
Acura,2012,22.0,2.4,16100
Acura,2012,19.0,3.5,16100
Toyota,2016,25.0,2.5,15700
Toyota,2016,21.0,3.5,15700
Toyota,2014,21.0,3.5,17800
Toyota,2014,21.0,3.5,17800
Nissan,2017,19.0,3.7,26000
Nissan,2017,18.0,3.7,26000
Nissan,2017,27.0,2.5,15000
Nissan,2017,22.0,3.5,15000
Toyota,2016,23.0,2.5,22600
Hyundai,2016,22.0,2.0,14800
Hyundai,2016,25.0,2.4,14800
Hyundai,2016,28.0,1.6,14800
Acura,2016,25.0,2.4,17700
Audi,2014,19.0,3.0,31700
Audi,2014,16.0,3.0,31700
Chevrolet,2017,19.0,3.6,22500
Chevrolet,2017,16.0,6.2,22500
Chevrolet,2017,20.0,2.0,22500
Chevrolet,2017,22.0,2.0,22500
Chevrolet,2017,16.0,3.6,22500
Chevrolet,2017,17.0,6.2,22500
Chevrolet,2017,14.0,6.2,22500
Chevrolet,2017,12.0,6.2,22500
Hyundai,2017,26.0,1.6,9175
Hyundai,2017,27.0,1.6,9175
Toyota,2017,21.0,3.5,15935
Toyota,2017,24.0,2.5,15935
Dodge,2017,19.0,2.4,18800
Dodge,2017,17.0,3.6,18800
Infiniti,2015,20.0,3.7,24200
Honda,2016,18.0,3.5,17999
Honda,2016,21.0,3.5,17999
Honda,2016,21.0,3.5,17999
Honda,2016,23.0,2.4,17999
Honda,2016,27.0,2.4,17999
Honda,2016,26.0,2.4,17999
Lexus,2016,16.0,4.6,39399
Honda,2017,18.0,3.5,22300
Honda,2017,21.0,3.5,22300
Honda,2017,21.0,3.5,22300
Honda,2017,23.0,2.4,22300
Honda,2017,27.0,2.4,22300
Honda,2017,26.0,2.4,22300
Hyundai,2017,26.0,1.6,11800
Hyundai,2017,27.0,1.6,11800
Hyundai,2016,26.0,1.6,12200
Hyundai,2016,27.0,1.6,12200
Dodge,2017,19.0,2.4,15400
Dodge,2017,17.0,3.6,15400
Volkswagen,2014,28.0,2.0,15000
Volkswagen,2014,27.0,2.0,15000
Volkswagen,2014,24.0,2.0,15000
Volkswagen,2014,22.0,2.5,15000
Volkswagen,2014,22.0,2.5,15000
Volkswagen,2014,23.0,2.0,15000
Volkswagen,2014,25.0,1.8,15000
Volkswagen,2014,24.0,1.8,15000
Nissan,2016,27.0,1.8,13500
Nissan,2016,29.0,1.8,13500
Chevrolet,2017,43.0,1.5,20200
Scion,2016,28.0,1.8,14500
Scion,2016,27.0,1.8,14500
Honda,2016,18.0,3.5,17680
Honda,2016,21.0,3.5,17680
Honda,2016,21.0,3.5,17680
Honda,2016,23.0,2.4,17680
Honda,2016,27.0,2.4,17680
Honda,2016,26.0,2.4,17680
Chevrolet,2011,18.0,3.6,23900
Chevrolet,2011,16.0,6.2,23900
Chevrolet,2011,16.0,6.2,23900
Chevrolet,2011,17.0,3.6,23900
Chevrolet,2011,19.0,3.6,23900
Kia,2016,28.0,1.6,21700
Kia,2016,22.0,2.0,21700
Kia,2016,24.0,2.4,21700
Nissan,2017,27.0,2.5,17600
Nissan,2017,22.0,3.5,17600
Volkswagen,2013,27.0,2.0,16100
Volkswagen,2013,21.0,2.0,16100
Volkswagen,2013,28.0,2.0,16100
Volkswagen,2013,22.0,2.5,16100
Volkswagen,2013,22.0,2.0,16100
Volkswagen,2013,22.0,2.5,16100
Chevrolet,2017,22.0,2.5,16900
Chevrolet,2017,18.0,3.6,16900
Chevrolet,2017,19.0,3.6,16900
Lexus,2014,18.0,3.5,26230
Audi,2016,23.0,1.8,22200
Chevrolet,2014,17.0,6.2,37855
Chevrolet,2014,16.0,6.2,37855
Infiniti,2017,20.0,3.0,35800
Infiniti,2017,23.0,2.0,35800
Nissan,2015,27.0,2.5,13200
Nissan,2015,22.0,3.5,13200
Dodge,2018,17.0,3.6,20780
Dodge,2018,17.0,3.6,20780
Infiniti,2015,20.0,3.7,19500
Toyota,2016,27.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Toyota,2016,29.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Nissan,2016,27.0,2.5,14000
Nissan,2016,22.0,3.5,14000
Chevrolet,2017,19.0,3.6,22500
Chevrolet,2017,16.0,6.2,22500
Chevrolet,2017,20.0,2.0,22500
Chevrolet,2017,22.0,2.0,22500
Chevrolet,2017,16.0,3.6,22500
Chevrolet,2017,17.0,6.2,22500
Chevrolet,2017,14.0,6.2,22500
Chevrolet,2017,12.0,6.2,22500
Buick,2017,25.0,1.4,18100
Buick,2017,27.0,1.4,18100
Nissan,2017,21.0,3.5,23380
Buick,2013,17.0,3.6,12400
Buick,2013,17.0,3.6,12400
Toyota,2015,23.0,2.5,18800
Toyota,2017,27.0,1.8,13395
Toyota,2017,28.0,1.8,13395
Toyota,2017,28.0,1.8,13395
Chevrolet,2017,30.0,1.4,15000
Chevrolet,2017,28.0,1.4,15000
Chevrolet,2017,31.0,1.6,15000
Chevrolet,2017,30.0,1.6,15000
Nissan,2017,21.0,3.5,23665
Dodge,2017,17.0,3.6,16200
Dodge,2017,17.0,3.6,16200
Toyota,2016,23.0,2.5,17999
Dodge,2017,19.0,3.6,19400
Dodge,2017,16.0,5.7,19400
Dodge,2017,15.0,6.4,19400
Dodge,2017,19.0,3.6,19400
Chevrolet,2017,22.0,2.5,16500
Chevrolet,2017,18.0,3.6,16500
Chevrolet,2017,19.0,3.6,16500
Dodge,2018,19.0,2.4,13999
Dodge,2018,17.0,3.6,13999
Chevrolet,2015,17.0,6.2,46980
Chevrolet,2015,16.0,6.2,46980
Chevrolet,2015,13.0,6.2,46980
Chevrolet,2015,15.0,6.2,46980
Toyota,2017,23.0,2.5,23200
Kia,2017,25.0,2.0,13000
Kia,2017,29.0,2.0,13000
Kia,2017,25.0,2.0,13000
Hyundai,2015,24.0,2.4,18900
Hyundai,2015,22.0,2.0,18900
Hyundai,2015,28.0,1.6,18900
Ford,2017,21.0,2.3,18800
Ford,2017,21.0,2.3,18800
Ford,2017,18.0,3.7,18800
Ford,2017,18.0,3.7,18800
Ford,2017,15.0,5.0,18800
Ford,2017,15.0,5.0,18800
Hyundai,2017,25.0,2.4,12880
Hyundai,2017,28.0,1.6,12880
Hyundai,2017,22.0,2.0,12880
Ford,2015,17.0,3.7,21500
Ford,2015,19.0,3.7,21500
Ford,2015,15.0,5.0,21500
Ford,2015,22.0,2.3,21500
Ford,2015,21.0,2.3,21500
Ford,2015,16.0,5.0,21500
Toyota,2015,23.0,2.5,14999
Kia,2017,25.0,2.0,14500
Kia,2017,29.0,2.0,14500
Kia,2017,25.0,2.0,14500
Ford,2016,22.0,2.3,27730
Ford,2016,21.0,2.3,27730
Ford,2016,17.0,3.7,27730
Ford,2016,19.0,3.7,27730
Ford,2016,16.0,5.0,27730
Ford,2016,15.0,5.0,27730
Lexus,2016,21.0,3.5,22999
Nissan,2017,27.0,2.5,17900
Nissan,2017,22.0,3.5,17900
Nissan,2017,27.0,2.5,15300
Nissan,2017,22.0,3.5,15300
Chevrolet,2017,30.0,1.4,14600
Chevrolet,2017,28.0,1.4,14600
Chevrolet,2017,31.0,1.6,14600
Chevrolet,2017,30.0,1.6,14600
Toyota,2014,27.0,1.8,14200
Toyota,2014,29.0,1.8,14200
Toyota,2014,29.0,1.8,14200
Toyota,2014,28.0,1.8,14200
Kia,2017,18.0,3.3,17400
Volkswagen,2013,24.0,2.0,11900
Volkswagen,2013,22.0,2.0,11900
Volkswagen,2013,29.0,2.0,11900
Volkswagen,2013,29.0,2.0,11900
Volkswagen,2013,23.0,2.0,11900
Volkswagen,2013,24.0,2.0,11900
Volkswagen,2013,24.0,2.5,11900
Volkswagen,2013,23.0,2.5,11900
Acura,2016,25.0,2.4,18000
Hyundai,2016,22.0,2.0,13499
Hyundai,2016,25.0,2.4,13499
Hyundai,2016,28.0,1.6,13499
Lexus,2016,22.0,2.0,29755
Ford,2017,21.0,2.3,19200
Ford,2017,21.0,2.3,19200
Ford,2017,18.0,3.7,19200
Ford,2017,18.0,3.7,19200
Ford,2017,15.0,5.0,19200
Ford,2017,15.0,5.0,19200
Lexus,2015,40.0,2.5,23799
Acura,2016,25.0,2.4,15999
Lexus,2015,18.0,3.5,21499
Chevrolet,2018,19.0,3.6,24500
Chevrolet,2018,14.0,6.2,24500
Chevrolet,2018,16.0,6.2,24500
Chevrolet,2018,17.0,6.2,24500
Chevrolet,2018,13.0,6.2,24500
Chevrolet,2018,22.0,2.0,24500
Chevrolet,2018,20.0,2.0,24500
Chevrolet,2018,16.0,3.6,24500
Hyundai,2017,26.0,1.6,9175
Hyundai,2017,27.0,1.6,9175
Volkswagen,2017,28.0,1.4,15800
Volkswagen,2017,28.0,1.4,15800
Volkswagen,2017,24.0,2.0,15800
Volkswagen,2017,23.0,2.0,15800
Volkswagen,2017,25.0,1.8,15800
Toyota,2015,51.0,1.8,20300
Toyota,2017,27.0,1.8,14400
Toyota,2017,28.0,1.8,14400
Toyota,2017,28.0,1.8,14400
Subaru,2017,20.0,2.0,23800
Subaru,2017,18.0,2.0,23800
Subaru,2017,17.0,2.5,23800
Honda,2016,18.0,3.5,16999
Honda,2016,21.0,3.5,16999
Honda,2016,21.0,3.5,16999
Honda,2016,23.0,2.4,16999
Honda,2016,27.0,2.4,16999
Honda,2016,26.0,2.4,16999
Cadillac,2015,14.0,6.2,22999
Cadillac,2015,12.0,6.2,22999
Land Rover,2016,14.0,5.0,46999
Land Rover,2016,17.0,3.0,46999
Nissan,2015,27.0,1.8,12600
Nissan,2015,29.0,1.8,12600
Toyota,2016,27.0,1.8,13100
Toyota,2016,28.0,1.8,13100
Toyota,2016,29.0,1.8,13100
Toyota,2016,28.0,1.8,13100
Kia,2015,19.0,3.3,18700
Nissan,2015,27.0,2.5,13499
Nissan,2015,22.0,3.5,13499
Hyundai,2015,24.0,2.4,14300
Hyundai,2015,22.0,2.0,14300
Hyundai,2015,28.0,1.6,14300
Nissan,2017,27.0,2.5,17400
Nissan,2017,22.0,3.5,17400
Toyota,2015,25.0,2.5,16445
Toyota,2015,21.0,3.5,16445
Dodge,2017,19.0,2.4,17800
Dodge,2017,17.0,3.6,17800
Nissan,2017,31.0,1.6,11400
Nissan,2017,27.0,1.6,11400
Nissan,2017,26.0,1.6,11400
Volkswagen,2012,19.0,2.0,23500
Kia,2017,25.0,2.0,13900
Kia,2017,29.0,2.0,13900
Kia,2017,25.0,2.0,13900
Dodge,2017,17.0,3.6,15999
Dodge,2017,17.0,3.6,15999
Volkswagen,2013,22.0,2.0,13100
Volkswagen,2013,17.0,3.6,13100
Volkswagen,2013,21.0,2.0,13100
Lexus,2015,21.0,2.5,23600
Jaguar,2015,15.0,5.0,29999
Dodge,2017,17.0,3.6,17500
Dodge,2017,17.0,3.6,17500
Dodge,2010,16.0,5.7,18000
Dodge,2010,14.0,6.1,18000
Dodge,2010,15.0,5.7,18000
Dodge,2010,17.0,3.5,18000
Dodge,2010,13.0,6.1,18000
Volkswagen,2016,21.0,2.0,14999
Hyundai,2017,26.0,1.6,11100
Hyundai,2017,27.0,1.6,11100
MINI,2013,27.0,1.6,13000
MINI,2013,29.0,1.6,13000
Audi,2017,25.0,2.0,28400
Nissan,2017,21.0,3.5,18699
Volkswagen,2013,22.0,2.0,14200
Volkswagen,2013,17.0,3.6,14200
Volkswagen,2013,21.0,2.0,14200
Chrysler,2017,19.0,3.6,20400
Chrysler,2017,16.0,5.7,20400
Chrysler,2017,19.0,3.6,20400
Ford,2018,21.0,2.3,24380
Ford,2018,15.0,5.0,24380
Ford,2018,21.0,2.3,24380
Ford,2018,16.0,5.0,24380
Land Rover,2017,21.0,2.0,30299
Volkswagen,2017,20.0,3.6,15800
Volkswagen,2017,23.0,1.8,15800
Kia,2016,24.0,2.0,11230
Kia,2016,24.0,1.6,11230
Kia,2016,24.0,1.6,11230
Chevrolet,2017,24.0,1.8,12300
Chevrolet,2017,25.0,1.8,12300
Chevrolet,2017,27.0,1.4,12300
Chevrolet,2017,28.0,1.4,12300
Toyota,2016,23.0,2.5,21300
Dodge,2017,19.0,3.6,21200
Dodge,2017,16.0,5.7,21200
Dodge,2017,15.0,6.4,21200
Dodge,2017,19.0,3.6,21200
Hyundai,2017,26.0,1.6,13800
Hyundai,2017,25.0,1.6,13800
Hyundai,2017,28.0,1.6,13800
Hyundai,2017,27.0,1.6,13800
Acura,2015,24.0,2.4,19600
Acura,2015,21.0,3.5,19600
Volkswagen,2017,20.0,3.6,16300
Volkswagen,2017,23.0,1.8,16300
Nissan,2017,20.0,3.5,16600
Kia,2017,20.0,3.3,25500
Audi,2015,24.0,2.0,25600
Land Rover,2015,21.0,2.0,24999
Chrysler,2015,19.0,3.6,18199
Chrysler,2015,16.0,5.7,18199
Chrysler,2015,19.0,3.6,18199
Nissan,2015,27.0,2.5,15400
Nissan,2015,22.0,3.5,15400
Toyota,2017,27.0,1.8,15185
Toyota,2017,28.0,1.8,15185
Toyota,2017,28.0,1.8,15185
Hyundai,2015,24.0,2.4,14100
Hyundai,2015,22.0,2.0,14100
Hyundai,2015,28.0,1.6,14100
Lexus,2016,20.0,3.5,33580
Toyota,2016,21.0,3.5,19999
Volkswagen,2017,20.0,2.0,19400
Hyundai,2018,28.0,2.0,20100
Hyundai,2018,26.0,2.0,20100
Hyundai,2018,26.0,1.6,20100
Hyundai,2018,22.0,1.6,20100
Hyundai,2018,32.0,1.4,20100
Dodge,2015,16.0,5.7,27480
Dodge,2015,15.0,5.7,27480
Dodge,2015,19.0,3.6,27480
Dodge,2015,14.0,6.4,27480
Dodge,2015,15.0,6.4,27480
Chevrolet,2017,22.0,2.5,16300
Chevrolet,2017,18.0,3.6,16300
Chevrolet,2017,19.0,3.6,16300
Lexus,2016,20.0,3.5,36580
Hyundai,2015,24.0,2.4,20000
Hyundai,2015,22.0,2.0,20000
Hyundai,2015,28.0,1.6,20000
Acura,2016,25.0,2.4,18400
Chevrolet,2017,22.0,2.5,15855
Chevrolet,2017,18.0,3.6,15855
Chevrolet,2017,19.0,3.6,15855
Lexus,2016,21.0,3.5,26980
Nissan,2015,27.0,1.8,11900
Nissan,2015,29.0,1.8,11900
Hyundai,2016,28.0,1.8,13800
Hyundai,2016,27.0,1.8,13800
Hyundai,2016,24.0,2.0,13800
Hyundai,2016,24.0,2.0,13800
Volkswagen,2015,20.0,3.6,17600
Volkswagen,2015,24.0,1.8,17600
Volkswagen,2015,29.0,2.0,17600
Volkswagen,2015,24.0,1.8,17600
Volkswagen,2015,30.0,2.0,17600
Kia,2018,51.0,1.6,21400
Toyota,2016,25.0,2.5,16200
Toyota,2016,21.0,3.5,16200
Lexus,2015,18.0,3.5,27855
Toyota,2017,43.0,1.8,26000
Toyota,2016,25.0,2.5,16800
Toyota,2016,21.0,3.5,16800
Acura,2015,24.0,2.4,22800
Acura,2015,21.0,3.5,22800
Cadillac,2018,19.0,3.6,33999
Volkswagen,2017,20.0,3.6,16345
Volkswagen,2017,23.0,1.8,16345
Dodge,2016,27.0,1.4,12700
Dodge,2016,25.0,2.0,12700
Dodge,2016,23.0,2.4,12700
Dodge,2016,22.0,2.4,12700
Dodge,2016,24.0,2.0,12700
Dodge,2016,27.0,1.4,12700
Toyota,2017,27.0,1.8,14900
Toyota,2017,28.0,1.8,14900
Toyota,2017,28.0,1.8,14900
Kia,2015,20.0,2.0,12999
Kia,2015,23.0,2.4,12999
Dodge,2017,17.0,3.6,15195
Dodge,2017,17.0,3.6,15195
Volkswagen,2015,21.0,2.0,12999
Volkswagen,2013,24.0,2.0,12000
Volkswagen,2013,22.0,2.0,12000
Volkswagen,2013,29.0,2.0,12000
Volkswagen,2013,29.0,2.0,12000
Volkswagen,2013,23.0,2.0,12000
Volkswagen,2013,24.0,2.0,12000
Volkswagen,2013,24.0,2.5,12000
Volkswagen,2013,23.0,2.5,12000
Kia,2016,25.0,1.8,13900
Kia,2016,24.0,2.0,13900
Kia,2016,26.0,1.8,13900
Dodge,2017,17.0,3.6,16900
Dodge,2017,17.0,3.6,16900
Infiniti,2015,20.0,3.7,19800
Volkswagen,2015,22.0,2.0,14499
Volkswagen,2015,21.0,2.0,14499
Volkswagen,2016,25.0,1.8,13200
Volkswagen,2016,24.0,2.0,13200
Volkswagen,2016,23.0,2.0,13200
Volkswagen,2016,25.0,1.8,13200
Volkswagen,2016,28.0,1.4,13200
Volkswagen,2016,28.0,1.4,13200
Buick,2018,21.0,3.6,25735
Lexus,2015,22.0,2.0,27985
Cadillac,2015,17.0,3.6,28230
Toyota,2016,27.0,1.8,16400
Toyota,2016,28.0,1.8,16400
Toyota,2016,29.0,1.8,16400
Toyota,2016,28.0,1.8,16400
Lexus,2016,20.0,3.5,39755
Volkswagen,2012,24.0,2.0,11500
Volkswagen,2012,22.0,2.0,11500
Volkswagen,2012,24.0,2.5,11500
Volkswagen,2012,23.0,2.5,11500
Volkswagen,2012,29.0,2.0,11500
Volkswagen,2012,29.0,2.0,11500
Volkswagen,2012,23.0,2.0,11500
Volkswagen,2012,24.0,2.0,11500
Chevrolet,2018,27.0,1.5,19100
Chevrolet,2018,22.0,2.0,19100
Toyota,2015,21.0,3.5,21800
Hyundai,2017,26.0,1.6,14000
Hyundai,2017,25.0,1.6,14000
Hyundai,2017,28.0,1.6,14000
Hyundai,2017,27.0,1.6,14000
Hyundai,2015,24.0,2.4,11999
Hyundai,2015,22.0,2.0,11999
Hyundai,2015,28.0,1.6,11999
Chevrolet,2015,18.0,3.6,20900
Chevrolet,2015,19.0,3.6,20900
Chevrolet,2015,22.0,2.5,20900
Nissan,2015,27.0,2.5,13500
Nissan,2015,22.0,3.5,13500
Lexus,2015,18.0,3.5,22999
Lexus,2014,19.0,3.5,25830
Toyota,2015,23.0,2.5,20100
Volkswagen,2013,22.0,2.0,13100
Volkswagen,2013,17.0,3.6,13100
Volkswagen,2013,21.0,2.0,13100
Volkswagen,2014,29.0,2.0,12800
Volkswagen,2014,29.0,2.0,12800
Volkswagen,2014,26.0,1.8,12800
Volkswagen,2014,25.0,1.8,12800
Volkswagen,2014,24.0,2.0,12800
Volkswagen,2014,23.0,2.0,12800
Volkswagen,2014,23.0,2.0,12800
Volkswagen,2014,24.0,2.0,12800
Chevrolet,2015,18.0,3.6,16795
Chevrolet,2015,19.0,3.6,16795
Chevrolet,2015,22.0,2.5,16795
Buick,2018,21.0,3.6,25905
Kia,2017,25.0,1.6,14200
Kia,2017,25.0,2.0,14200
Kia,2017,24.0,1.6,14200
Kia,2017,26.0,1.6,14200
Lexus,2013,19.0,3.5,22300
Nissan,2017,27.0,2.5,15699
Nissan,2017,22.0,3.5,15699
Chevrolet,2017,30.0,1.4,15700
Chevrolet,2017,28.0,1.4,15700
Chevrolet,2017,31.0,1.6,15700
Chevrolet,2017,30.0,1.6,15700
Kia,2016,28.0,1.6,19300
Kia,2016,22.0,2.0,19300
Kia,2016,24.0,2.4,19300
Dodge,2017,19.0,2.4,13999
Dodge,2017,17.0,3.6,13999
Toyota,2017,27.0,1.8,13495
Toyota,2017,28.0,1.8,13495
Toyota,2017,28.0,1.8,13495
Chevrolet,2017,24.0,1.8,12700
Chevrolet,2017,25.0,1.8,12700
Chevrolet,2017,27.0,1.4,12700
Chevrolet,2017,28.0,1.4,12700
Honda,2015,29.0,1.8,17200
Honda,2015,29.0,1.8,17200
Honda,2015,28.0,1.8,17200
Honda,2015,22.0,2.4,17200
Toyota,2016,27.0,1.8,14600
Toyota,2016,28.0,1.8,14600
Toyota,2016,29.0,1.8,14600
Toyota,2016,28.0,1.8,14600
Chevrolet,2016,26.0,1.4,12999
Toyota,2017,27.0,1.8,13855
Toyota,2017,28.0,1.8,13855
Toyota,2017,28.0,1.8,13855
Chevrolet,2016,43.0,1.5,22700
Volkswagen,2013,24.0,2.0,12400
Volkswagen,2013,22.0,2.0,12400
Volkswagen,2013,29.0,2.0,12400
Volkswagen,2013,29.0,2.0,12400
Volkswagen,2013,23.0,2.0,12400
Volkswagen,2013,24.0,2.0,12400
Volkswagen,2013,24.0,2.5,12400
Volkswagen,2013,23.0,2.5,12400
Dodge,2017,17.0,3.6,16200
Dodge,2017,17.0,3.6,16200
Volkswagen,2016,21.0,2.0,17800
Infiniti,2016,23.0,2.0,24300
Infiniti,2016,19.0,3.0,24300
Lexus,2015,19.0,3.5,26800
Volkswagen,2016,25.0,1.8,15300
Volkswagen,2016,24.0,2.0,15300
Volkswagen,2016,23.0,2.0,15300
Volkswagen,2016,25.0,1.8,15300
Volkswagen,2016,28.0,1.4,15300
Volkswagen,2016,28.0,1.4,15300
Honda,2017,18.0,3.5,23400
Honda,2017,21.0,3.5,23400
Honda,2017,21.0,3.5,23400
Honda,2017,23.0,2.4,23400
Honda,2017,27.0,2.4,23400
Honda,2017,26.0,2.4,23400
Dodge,2017,19.0,2.4,18980
Dodge,2017,17.0,3.6,18980
Hyundai,2015,24.0,2.0,12300
Hyundai,2015,24.0,2.0,12300
Hyundai,2015,27.0,1.8,12300
Hyundai,2015,27.0,1.8,12300
Volkswagen,2016,21.0,2.0,16400
Dodge,2017,17.0,3.6,16500
Dodge,2017,17.0,3.6,16500
Buick,2015,25.0,1.4,17100
Audi,2016,23.0,3.0,34500
Audi,2016,20.0,2.0,34500
Audi,2016,18.0,3.0,34500
Cadillac,2016,22.0,2.0,36210
Nissan,2016,27.0,2.5,14300
Nissan,2016,22.0,3.5,14300
Chevrolet,2013,14.0,6.2,18500
Chevrolet,2013,12.0,6.2,18500
Chevrolet,2013,16.0,6.2,18500
Chevrolet,2013,19.0,3.6,18500
Chevrolet,2013,17.0,3.6,18500
Chevrolet,2013,16.0,6.2,18500
Chevrolet,2013,18.0,3.6,18500
Nissan,2017,31.0,1.6,12100
Nissan,2017,27.0,1.6,12100
Nissan,2017,26.0,1.6,12100
Toyota,2016,23.0,2.5,20999
Kia,2017,25.0,2.0,18800
Kia,2017,29.0,2.0,18800
Kia,2017,25.0,2.0,18800
BMW,2016,28.0,1.5,69999
Honda,2015,18.0,3.5,16380
Honda,2015,21.0,3.5,16380
Honda,2015,21.0,3.5,16380
Honda,2015,23.0,2.4,16380
Honda,2015,27.0,2.4,16380
Honda,2015,26.0,2.4,16380
Lexus,2014,21.0,2.5,21900
Kia,2016,25.0,1.8,12700
Kia,2016,24.0,2.0,12700
Kia,2016,26.0,1.8,12700
Honda,2016,18.0,3.5,19500
Honda,2016,21.0,3.5,19500
Honda,2016,21.0,3.5,19500
Honda,2016,23.0,2.4,19500
Honda,2016,27.0,2.4,19500
Honda,2016,26.0,2.4,19500
Volkswagen,2016,21.0,2.0,17500
Volkswagen,2014,29.0,2.0,12300
Volkswagen,2014,29.0,2.0,12300
Volkswagen,2014,26.0,1.8,12300
Volkswagen,2014,25.0,1.8,12300
Volkswagen,2014,24.0,2.0,12300
Volkswagen,2014,23.0,2.0,12300
Volkswagen,2014,23.0,2.0,12300
Volkswagen,2014,24.0,2.0,12300
Lexus,2015,18.0,3.5,28230
Volkswagen,2017,23.0,2.0,14100
Volkswagen,2017,24.0,1.8,14100
Volkswagen,2016,21.0,2.0,18700
Kia,2015,20.0,2.0,16600
Kia,2015,23.0,2.4,16600
Nissan,2015,27.0,1.8,12100
Nissan,2015,29.0,1.8,12100
Buick,2016,25.0,1.4,17700
Buick,2016,27.0,1.4,17700
Nissan,2017,27.0,2.5,16400
Nissan,2017,22.0,3.5,16400
Chevrolet,2017,25.0,1.4,15630
Nissan,2017,27.0,2.5,15500
Nissan,2017,22.0,3.5,15500
Nissan,2017,27.0,2.5,13455
Nissan,2017,22.0,3.5,13455
Nissan,2017,27.0,2.5,14200
Nissan,2017,22.0,3.5,14200
Chrysler,2013,16.0,5.7,20230
Chrysler,2013,19.0,3.6,20230
Chrysler,2013,19.0,3.6,20230
Nissan,2016,19.0,3.7,21755
Nissan,2016,18.0,3.7,21755
Nissan,2018,27.0,1.8,14300
Nissan,2018,29.0,1.8,14300
Nissan,2018,26.0,1.6,14300
Nissan,2018,27.0,1.6,14300
Lexus,2016,21.0,3.5,27430
Hyundai,2014,24.0,2.4,11600
Hyundai,2014,21.0,2.0,11600
Buick,2016,25.0,1.4,15999
Buick,2016,27.0,1.4,15999
Volkswagen,2013,27.0,2.0,15500
Volkswagen,2013,21.0,2.0,15500
Volkswagen,2013,28.0,2.0,15500
Volkswagen,2013,22.0,2.5,15500
Volkswagen,2013,22.0,2.0,15500
Volkswagen,2013,22.0,2.5,15500
Acura,2016,25.0,2.4,18700
Hyundai,2016,28.0,1.8,12600
Hyundai,2016,27.0,1.8,12600
Hyundai,2016,24.0,2.0,12600
Hyundai,2016,24.0,2.0,12600
Toyota,2017,21.0,3.5,19700
Toyota,2017,24.0,2.5,19700
Dodge,2017,17.0,3.6,16400
Dodge,2017,17.0,3.6,16400
Toyota,2018,29.0,2.5,19100
Toyota,2018,22.0,3.5,19100
Nissan,2017,27.0,2.5,13600
Nissan,2017,22.0,3.5,13600
Cadillac,2015,18.0,3.6,22300
Cadillac,2015,19.0,2.0,22300
Cadillac,2015,21.0,2.0,22300
Cadillac,2015,21.0,2.5,22300
Kia,2015,20.0,2.0,16899
Kia,2015,23.0,2.4,16899
Kia,2018,22.0,2.0,17500
Kia,2018,24.0,2.4,17500
Kia,2018,28.0,1.6,17500
Nissan,2017,21.0,3.5,24999
Toyota,2015,20.0,2.7,17999
Toyota,2015,19.0,3.5,17999
Lexus,2016,20.0,3.5,35700
Volkswagen,2013,27.0,2.0,16500
Volkswagen,2013,21.0,2.0,16500
Volkswagen,2013,28.0,2.0,16500
Volkswagen,2013,22.0,2.5,16500
Volkswagen,2013,22.0,2.0,16500
Volkswagen,2013,22.0,2.5,16500
Nissan,2016,22.0,3.5,22130
Infiniti,2018,20.0,3.0,26700
Infiniti,2018,23.0,2.0,26700
Toyota,2018,29.0,2.5,16755
Toyota,2018,22.0,3.5,16755
Cadillac,2016,22.0,2.0,27000
Cadillac,2016,20.0,2.0,27000
Cadillac,2016,20.0,3.6,27000
Cadillac,2016,22.0,2.5,27000
Buick,2017,21.0,2.0,21905
Buick,2017,19.0,2.4,21905
Toyota,2018,29.0,2.5,20755
Toyota,2018,22.0,3.5,20755
Hyundai,2015,24.0,2.4,16100
Hyundai,2015,22.0,2.0,16100
Hyundai,2015,28.0,1.6,16100
Toyota,2015,23.0,2.5,19700
Volkswagen,2013,22.0,2.0,14900
Volkswagen,2013,17.0,3.6,14900
Volkswagen,2013,21.0,2.0,14900
Dodge,2017,17.0,3.6,16465
Dodge,2017,17.0,3.6,16465
Hyundai,2016,22.0,2.0,14700
Hyundai,2016,25.0,2.4,14700
Hyundai,2016,28.0,1.6,14700
Buick,2016,21.0,2.0,15600
Buick,2016,20.0,2.0,15600
Buick,2016,21.0,2.4,15600
Lexus,2015,19.0,3.5,25180
Chevrolet,2017,22.0,2.5,15900
